ID,Title,Genre,X5,X6,author_ID_link,Author_ID,name,surname,forename,gender,date_of_birth,date_of_death,place_of_birth,longitude,latitude
purtscheller_alpinismus_1894,Zur Entwicklungsgeschichte des Alpinismus und der alpinen Technik in den Deutschen und Oesterreichischen Alpen,Wissenschaft,Ludwig Purtscheller,1894,http://d-nb.info/gnd/118742981,118742981,Ludwig Purtscheller,Purtscheller,Ludwig,Mann,1849,1900,Innsbruck,11.394444,47.2625
crueger_cupediae_1631,"Cupediæ Astrosophicæ [...] Darinnen die allerkunstreichesten vnd tieffesten Geheimbnüsse/ der Astronomiæ, deß Calender-Schreibens/ der Astrologiæ, vnd der Geographiæ, [...] außgeführet sind",Wissenschaft,Peter Crüger,1631,http://d-nb.info/gnd/124535062,124535062,Peter Crüger,Crüger,Peter,Mann,20. Oktober 1580,6. Juni 1639,Königsberg,20.51095,54.70649
eckarth_bertzdorff_1749,"Chronica, oder: historische Beschreibung des Dorffes Bertzdorff, eine halbe Meile von Zittau in der Ober-Lausitz gelegen",Gebrauchsliteratur,Gotthülff Traugott Eckarth,1749,http://d-nb.info/gnd/136445187,136445187,Gotthelf  Traugott Eckarth,Eckarth,Gotthelf  Traugott,Mann,1714,1761,NA,NA,NA
littrow_weltsystem03_1836,"Die Wunder des Himmels, oder gemeinfaßliche Darstellung des Weltsystems",Gebrauchsliteratur,Joseph Johann von Littrow,1836,http://d-nb.info/gnd/117085405,117085405,Joseph Johann von Littrow,Littrow,Joseph Johann,Mann,13. März 1781,30. November 1840,Horšovský Týn,12.94405,49.529649
nimwegen_friede_1679,Käyserl. und Frantzösischer Friedensschluß,Gebrauchsliteratur,NA o. A.,1679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
zesen_rosemund_1645,Adriatische Rosemund,Belletristik,Philipp von Zesen,1645,http://d-nb.info/gnd/118636596,118636596,Philipp von Zesen,Zesen,Philipp,Mann,8. Oktober 1619,13. November 1689,Priorau,12.282777,51.7325
bodmer_sammlung09_1743,"Sammlung Critischer, Poetischer, und anderer geistvollen Schriften",Belletristik,Johann Jacob Bodmer,1743,http://d-nb.info/gnd/118512315,118512315,Johann Jakob Bodmer,Bodmer,Johann Jakob,Mann,19. Juli 1698,2. Januar 1783,Greifensee (Ort),NA,NA
klueber_voelkerrecht01_1821,Europäisches Völkerrecht,Wissenschaft,Johann Ludwig Klüber,1821,http://d-nb.info/gnd/118930583,118930583,Johann Ludwig Klüber,Klüber,Johann Ludwig,Mann,10. November 1762,16. Februar 1837,Thann (Rhön),NA,NA
birken_sonntagswandel_1681,Heiliger Sonntags-Handel und Kirch-Wandel,Gebrauchsliteratur,Sigmund von Birken,1681,http://d-nb.info/gnd/118511270,118511270,Sigmund von Birken,Birken,Sigmund,Mann,25. April 1626,12. Juni 1681,Skalná,12.36144,50.170299
basteln_kichote_1648,Don Kichote de la Mantzscha,Belletristik,Cervantes Miguel de,1648,http://d-nb.info/gnd/11851993X,11851993X,Miguel de Cervantes Saavedra,Cervantes Saavedra,Miguel,Mann,29. September 1547,23. April 1616,Alcalá de Henares,NA,NA
reinkingk_policey_1653,Biblische Policey,Gebrauchsliteratur,Theodor von Reinkingk,1653,http://d-nb.info/gnd/118788272,118788272,Theodor von Reinkingk,Reinkingk,Theodor,NA,10. März 1590,15. Dezember 1664,Windau (Kurland),NA,NA
paul_hesperus01_1795,"Hesperus, oder 45 Hundsposttage",Belletristik,Jean Paul,1795,http://d-nb.info/gnd/118557211,118557211,Jean Paul,NA,NA,Mann,21. März 1763,14. November 1825,Wunsiedel,12.00342,50.03923
pahl_geheimnisse_1797,Geheimnisse eines mehr als fünfzigjährigen wirtembergischen Staatsmannes,Gebrauchsliteratur,Johann Gottfried Pahl,1799,http://d-nb.info/gnd/10038384X,10038384X,Johann Gottfried von Pahl,Pahl,Johann Gottfried,Mann,12. Juni 1768,18. April 1839,Aalen,10.093299,48.837769
stifter_steine01_1853,Bunte Steine,Belletristik,Adalbert Stifter,1853,http://d-nb.info/gnd/118618156,118618156,Adalbert Stifter,Stifter,Adalbert,Mann,23. Oktober 1805,28. Januar 1868,Horní Planá,14.032569,48.767359
oa_vierlinge_1616,"Historische warhaffte Relation Von einem Christlichen Eheweibe im Marggraffthumb Oberlausitz vnd Budissimschen Kreisse im Dorffe Jazeba/ welche Vier lebendige vnd wol proportionirte Töchter den 10. Januarij, Anno 1616. zur Welt geboren/ so alle die H. Tauffe erlanget/ vnd etliche Wochen gelebet haben",Gebrauchsliteratur,NA N. N.,1616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
hasak_predigtkirche_1893,Die Predigtkirche im Mittelalter,Gebrauchsliteratur,Max Hasak,1893,http://d-nb.info/gnd/117503002,117503002,Max Hasak,Hasak,Max,Mann,1856,1934,NA,NA,NA
knigge_umgang01_1788,Ueber den Umgang mit Menschen,Gebrauchsliteratur,Adolph von Knigge,1788,http://d-nb.info/gnd/11856370X,11856370X,"Adolph Knigge, Freiherr","Knigge, Freiherr",Adolph,Mann,16. Oktober 1752,6. Mai 1796,Wennigsen- Bredenbeck am Deister,9.572777,52.273888
herwegh_gedichte01_1841,Gedichte eines Lebendigen,Belletristik,Georg Herwegh,1841,http://d-nb.info/gnd/118550128,118550128,Georg Herwegh,Herwegh,Georg,Mann,31. Mai 1817,7. April 1875,Stuttgart,9.176944,48.782222
mosen_galerie_1844,Die Dresdener Gemälde-Galerie,Gebrauchsliteratur,Julius Mosen,1844,http://d-nb.info/gnd/118584375,118584375,Julius Mosen,Mosen,Julius,Mann,8. Juli 1803,10. Oktober 1867,Marieney,12.262309,50.372199
justi_velazquez01_1888,Diego Velazquez und sein Jahrhundert,Wissenschaft,Carl Justi,1888,http://d-nb.info/gnd/118714325,118714325,Carl Justi,Justi,Carl,Mann,2. August 1832,9. Dezember 1912,Marburg,8.770555,50.808888
goethe_lehrjahre02_1795,Wilhelm Meisters Lehrjahre,Belletristik,Johann Wolfgang von Goethe,1795,http://d-nb.info/gnd/118540238,118540238,Johann Wolfgang von Goethe,Goethe,Johann Wolfgang,Mann,28. August 1749,22. März 1832,Frankfurt am Main,8.684166,50.115277
loehe_predigt_1873,Erste Predigt zu Neuendettelsau,Gebrauchsliteratur,Wilhelm Löhe,1873,http://d-nb.info/gnd/118728784,118728784,Wilhelm Löhe,Löhe,Wilhelm,Mann,21. Februar 1808,2. Januar 1872,Fürth (Bayern),10.988333,49.475833
czepko_siebengestirne_1671,Sieben-Gestirne Königlicher Busse/ das ist/ Die Sieben Buß-Psalmen/ Des Königes und Propheten Davids,Wissenschaft,Daniel von Czepko,1671,http://d-nb.info/gnd/118677640,118677640,Daniel von Czepko,Czepko,Daniel,NA,23. September 1605,9. September 1660,Koischwitz (Liegnitz),NA,NA
brandes_naturlehre01_1830,Vorlesungen über die Naturlehre,Gebrauchsliteratur,Heinrich Wilhelm Brandes,1830,http://d-nb.info/gnd/100055427,100055427,Heinrich Wilhelm Brandes,Brandes,Heinrich Wilhelm,Mann,27. Juli 1777,17. Mai 1834,Groden bei Ritzebüttel,NA,NA
moeser_phantasien02_1776,Patriotische Phantasien,Gebrauchsliteratur,Justus Möser,1776,http://d-nb.info/gnd/11858314X,11858314X,Justus Möser,Möser,Justus,Mann,14. Dezember 1720,8. Januar 1794,Osnabrück,8.049799,52.27264
fleming_jaeger01_1719,Der vollkommene teutsche Jäger,Wissenschaft,Hans Friedrich von Fleming,1719,http://d-nb.info/gnd/133924726,133924726,Hans Friedrich von Fleming,Fleming,Hans Friedrich,Mann,1670,8. Mai 1733,NA,NA,NA
anhaltkoethen_fruchtbringende_1628,Kurtzer Bericht Von der Fruchtbringenden Gesellschafft Vorhaben/ auch dero Nahmen/ Gemählde und Wörter,Wissenschaft,Ludwig von Anhalt-Köthen,1628,http://d-nb.info/gnd/118574868,118574868,"Ludwig, Anhalt-Köthen, Fürst","Ludwig, Anhalt-Köthen, Fürst",NA,Mann,17. Juni 1579,7. Januar 1650,Dessau,12.245549,51.838639
arends_exter_1708,Eines zehen-jährigen Knabens Christlieb Leberecht von Exter/ aus Zerbst/ Christlich geführter Lebens-Lauff,Gebrauchsliteratur,Arnds Wilhelm Erasmus,1708,http://d-nb.info/gnd/12465200X,12465200X,Wilhelm Erasmus Arnds,Arnds,Wilhelm Erasmus,Mann,5. Februar 1677,11. Mai 1721,NA,NA,NA
pahl_gutachten_1797,"Wohlgemeyntes, in Vernunft und Schrift bestgegründetes, jedoch unmaaßgebliches Gutachten, über die Wahlfähigkeit eines Landtagsdeputirten in Wirtemberg",Gebrauchsliteratur,Johann Gottfried Pahl,1797,http://d-nb.info/gnd/10038384X,10038384X,Johann Gottfried von Pahl,Pahl,Johann Gottfried,Mann,12. Juni 1768,18. April 1839,Aalen,10.093299,48.837769
uhse_poet_1719,Wohl-informirter Poët,Gebrauchsliteratur,Erdmann Uhse,1719,http://d-nb.info/gnd/12481350X,12481350X,Erdmann Uhse,Uhse,Erdmann,Mann,1. Dezember 1677,5. September 1730,Guben,14.71447,51.949869
mueller_waldhornist_1821,Sieben und siebzig Gedichte aus den hinterlassenen Papieren eines reisenden Waldhornisten,Belletristik,Wilhelm Müller,1821,http://d-nb.info/gnd/11858524X,11858524X,Wilhelm Müller,Müller,Wilhelm,Mann,7. Oktober 1794,30. September 1827,Dessau,12.245549,51.838639
brandes_naturlehre02_1831,Vorlesungen über die Naturlehre,Gebrauchsliteratur,Heinrich Wilhelm Brandes,1831,http://d-nb.info/gnd/100055427,100055427,Heinrich Wilhelm Brandes,Brandes,Heinrich Wilhelm,Mann,27. Juli 1777,17. Mai 1834,Groden bei Ritzebüttel,NA,NA
euler_algebra02_1770,Vollständige Anleitung zur Algebra,Wissenschaft,Leonhard Euler,1770,http://d-nb.info/gnd/118531379,118531379,Leonhard Euler,Euler,Leonhard,Mann,15. April 1707,18. September 1783,Basel,7.58333,47.549999
thomasius_ausuebungvernunfftlehre_1691,Außübung Der Vernunfft-Lehre,Wissenschaft,Christian Thomasius,1691,http://d-nb.info/gnd/11862220X,11862220X,Christian Thomasius,Thomasius,Christian,Mann,1. Januar 1655,23. September 1728,Leipzig,12.371111,51.339444
zachariae_schriften06_1764,Poetische Schriften,Belletristik,Justus Friedrich Wilhelm Zachariae,1764,http://d-nb.info/gnd/118808230,118808230,Justus Friedrich Wilhelm Zachariae,Zachariae,Justus Friedrich Wilhelm,Mann,1. Mai 1726,30. Januar 1777,Bad Frankenhausen (Kyffhäuser),11.099769,51.35609
loescher_historie_1705,Historie Des Römischen Huren-Regiments Der Theodoræ und Maroziæ,Wissenschaft,Valentin Ernst Löscher,1705,http://d-nb.info/gnd/118728830,118728830,Valentin Ernst Löscher,Löscher,Valentin Ernst,Mann,29. Dezember 1673,12. Februar 1749,Sondershausen,10.87011,51.369729
grimmelshausen_continuatio_1669,Continuatio des abentheurlichen Simplicissimi Oder Der Schluß desselben,Belletristik,Hans Jakob Christoffel von Grimmelshausen,1669,http://d-nb.info/gnd/118542273,118542273,Hans Jakob Christoffel von Grimmelshausen,Grimmelshausen,Hans Jakob Christoffel,Mann,XX.XX.1622,17. August 1676,Gelnhausen,9.187419,50.201639
santa_judas01_1686,Judas Der Ertz-Schelm/ Für ehrliche Leuth/ Oder: Eigentlicher Entwurff/ vnd Lebens-Beschreibung deß Iscariotischen Bößwicht,Gebrauchsliteratur,Abraham a Sancta Clara,1686,http://d-nb.info/gnd/11850021X,11850021X,"Abraham, a Sancta Clara","Abraham, a Sancta Clara",NA,Mann,2. Juli 1644,1. Dezember 1709,Kreenheinstetten,9.052777,48.057222
blumenbach_physiologie_1795,Anfangsgründe der Physiologie,Wissenschaft,Johann Friedrich Blumenbach,1795,http://d-nb.info/gnd/116208503,116208503,Johann Friedrich Blumenbach,Blumenbach,Johann Friedrich,Mann,11. Mai 1752,22. Januar 1840,Gotha,10.701666,50.948055
lohenstein_ibrahim_1673,Ibrahim Sultan,Belletristik,Daniel Casper von Lohenstein,1673,http://d-nb.info/gnd/118574078,118574078,Daniel Casper von Lohenstein,Lohenstein,Daniel Casper,Mann,5. Januar 1635,28. April 1683,Nimptsch,16.83573,50.720069
calvi_beutelschneider01_1627,Beutelschneider/ Oder Neue/ warhaffte/ vnd eigentliche Beschreibung Der Diebs Historien,Belletristik,François de Calvi,1627,http://d-nb.info/gnd/128582502,128582502,François de Calvi,Calvi,François,NA,NA,NA,Lyon,4.846709,45.74846
kortum_jobsiade02_1799,Die Jobsiade,Belletristik,Carl Arnold Kortum,1799,http://d-nb.info/gnd/118715097,118715097,Carl Arnold Kortum,Kortum,Carl Arnold,Mann,5. Juli 1745,15. August 1824,Mülheim an der Ruhr,6.883333,51.433333
grimmelshausen_michel_1673,Deß Weltberuffenen SIMPLICISSIMI Pralerey und Gepräng mit seinem Teutschen Michel,Belletristik,Hans Jakob Christoffel von Grimmelshausen,1673,http://d-nb.info/gnd/118542273,118542273,Hans Jakob Christoffel von Grimmelshausen,Grimmelshausen,Hans Jakob Christoffel,Mann,XX.XX.1622,17. August 1676,Gelnhausen,9.187419,50.201639
haller_anfangsgruende05_1772,Anfangsgründe der Phisiologie des menschlichen Körpers,Wissenschaft,Albrecht von Haller,1772,http://d-nb.info/gnd/118545140,118545140,Albrecht von Haller,Haller,Albrecht,Mann,16. Oktober 1708,12. Dezember 1777,Bern,7.447222,46.948055
holz_phantasus01_1898,Phantasus,Belletristik,Arno Holz,1898,http://d-nb.info/gnd/118553216,118553216,Arno Holz,Holz,Arno,Mann,26. April 1863,26. Oktober 1929,Rastenburg,21.37527,54.07676
glauber_furni03_1648,"Furni Philosophici, oder Philosophischer Oefen Dritter Theil",Wissenschaft,Johann Rudolph Glauber,1648,http://d-nb.info/gnd/118695304,118695304,Johann Rudolph Glauber,Glauber,Johann Rudolph,Mann,16. April 1604,10. März 1670,Karlstadt,9.772389,49.96034
modestinus_unterredungen_1737,Freymüthige Doch Bescheidene Unterredungen Von Kirchen- Religions- Politischen- und Natur-Sachen,Gebrauchsliteratur,Theophilus Modestinus,1737,http://d-nb.info/gnd/10413836X,10413836X,Theophilus Modestinus,Modestinus,Theophilus,Mann,NA,NA,NA,NA,NA
lambert_organon02_1764,Neues Organon,Wissenschaft,Johann Heinrich Lambert,1764,http://d-nb.info/gnd/118568876,118568876,Johann Heinrich Lambert,Lambert,Johann Heinrich,Mann,26. August 1728,25. September 1777,Mülhausen,7.33333,47.75
bodmer_sammlung12_1744,"Sammlung Critischer, Poetischer, und anderer geistvollen Schriften",Belletristik,Johann Jacob Bodmer,1744,http://d-nb.info/gnd/118512315,118512315,Johann Jakob Bodmer,Bodmer,Johann Jakob,Mann,19. Juli 1698,2. Januar 1783,Greifensee (Ort),NA,NA
sandrart_iconologia_1680,ICONOLOGIA DEORUM,Wissenschaft,Joachim von Sandrart,1680,http://d-nb.info/gnd/118794396,118794396,Joachim von Sandrart,Sandrart,Joachim,Mann,12. Mai 1606,14. Oktober 1688,Frankfurt am Main,8.684166,50.115277
moerike_gedichte_1838,Gedichte,Belletristik,Eduard Mörike,1838,http://d-nb.info/gnd/118583107,118583107,Eduard Mörike,Mörike,Eduard,Mann,8. September 1804,4. Juni 1875,Ludwigsburg,9.19161,48.897309
oa_policeij_1628,Der Statt Straßburg PoliceijOrdnung,Wissenschaft,NA N. N.,1628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
mutach_underricht_1709,Substantzlicher Vnderricht/ Von Gerichts- und Rechts-Sachen,Wissenschaft,Samuel Mutach,1709,http://d-nb.info/gnd/102122474,102122474,Samuel Mutach,Mutach,Samuel,Mann,1666,1735,NA,NA,NA
fontane_stechlin_1899,Der Stechlin,Belletristik,Theodor Fontane,1899,http://d-nb.info/gnd/118534262,118534262,Theodor Fontane,Fontane,Theodor,Mann,30. Dezember 1819,20. September 1898,Neuruppin,12.80311,52.92815
berlepsch_alpen_1861,Die Alpen in Natur- und Lebensbildern,Gebrauchsliteratur,Hermann Alexander von Berlepsch,1861,http://d-nb.info/gnd/116135859,116135859,Hermann Alexander von Berlepsch,Berlepsch,Hermann Alexander,Mann,1814,1883,NA,NA,NA
haarer_bawrenkrieg_1625,Eigentliche Warhafftige beschreibung deß Bawrenkriegs/,Wissenschaft,Peter Harer,1625,http://d-nb.info/gnd/130053120,130053120,Peter Harer,Harer,Peter,NA,1490,1555,NA,NA,NA
eschstruth_katz_1886,Katz' und Maus,Belletristik,Nataly von Eschstruth,1886,http://d-nb.info/gnd/116569549,116569549,Nataly von Eschstruth,Eschstruth,Nataly,Frau,17. Mai 1860,1. Dezember 1939,Hofgeismar,9.384999,51.49607
brentano_kasperl_1838,Geschichte vom braven Kasperl und dem schönen Annerl,Belletristik,Clemens Brentano,1838,http://d-nb.info/gnd/118515055,118515055,Clemens Brentano,Brentano,Clemens,Mann,9. September 1778,28. Juli 1842,Ehrenbreitstein,7.62,50.36
spielhagen_problematische04_1861,Problematische Naturen,Belletristik,Friedrich Spielhagen,1861,http://d-nb.info/gnd/118616196,118616196,Friedrich Spielhagen,Spielhagen,Friedrich,Mann,24. Februar 1829,25. Februar 1911,Magdeburg,11.629166,52.1275
daguerre_daguerrereotyp_1839,"Das Daguerreotyp und das Diorama,",Gebrauchsliteratur,Louis Jacques Mandé Daguerre,1839,http://d-nb.info/gnd/118670883,118670883,Louis Jacques Mandé Daguerre,Daguerre,Louis Jacques Mandé,Mann,10. Juli 1787,10. Juli 1851,NA,NA,NA
carus_zoologie_1872,Geschichte der Zoologie bis auf Joh. Müller und Charl. Darwin,Gebrauchsliteratur,Julius Victor Carus,1872,http://d-nb.info/gnd/104288647,104288647,Julius Victor Carus,Carus,Julius Victor,Mann,23. August 1823,10. März 1903,Leipzig,12.371111,51.339444
griesinger_psychische_1845,"Die Pathologie und Therapie der psychischen Krankheiten, für Aerzte und Studirende",Wissenschaft,Wilhelm Griesinger,1845,http://d-nb.info/gnd/11854215X,11854215X,Wilhelm Griesinger,Griesinger,Wilhelm,Mann,29. Juli 1817,26. Oktober 1868,Stuttgart,9.176944,48.782222
goethe_faustfragment_1790,Faust,Belletristik,Johann Wolfgang von Goethe,1790,http://d-nb.info/gnd/118540238,118540238,Johann Wolfgang von Goethe,Goethe,Johann Wolfgang,Mann,28. August 1749,22. März 1832,Frankfurt am Main,8.684166,50.115277
bacmeister_predigt_1614,Leichpredigt/ Bey der Volckreichen und ansehnlichen Begrebnuß des Weiland Edlen/ Gestrengen und Ehrnuesten Tessen Von Parsow/ Fürstlichen Meckelnburgischen bestalten Obristen und geheimen Rath/ auff Parsow und Vpall Erbgesessen.,Gebrauchsliteratur,Lucas Bacmeister,1614,http://d-nb.info/gnd/11602979X,11602979X,Lucas Bacmeister,Bacmeister,Lucas,Mann,2. November 1570,12. Oktober 1638,Rostock,12.140489,54.0887
herder_artundkunst_1773,Von Deutscher Art und Kunst,Wissenschaft,Johann Gottfried von Herder,1773,http://d-nb.info/gnd/118549553,118549553,Johann Gottfried von Herder,Herder,Johann Gottfried,Mann,25. August 1744,18. Dezember 1803,Mohrungen,19.92602,53.91711
arndt_christentum03_1610,Vom wahren Christenthumb,Gebrauchsliteratur,Johann Arndt,1610,http://d-nb.info/gnd/118504134,118504134,Johann Arndt,Arndt,Johann,Mann,27. Dezember 1555,11. Mai 1621,Edderitz,11.936944,51.699166
nn_kobald_1691,Eigentliche und warhafftige Erzehlung von dem Kobald/ Polter-Geist oder Hexen-Gespenst,Gebrauchsliteratur,unknown,1691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
aston_leben_1847,Aus dem Leben einer Frau,Gebrauchsliteratur,Louise Aston,1847,http://d-nb.info/gnd/118650769,118650769,Louise Aston,Aston,Louise,Frau,26. November 1814,21. Dezember 1871,Gröningen,11.216111,51.9375
rossmaessler_wald_1863,Der Wald,Gebrauchsliteratur,Emil Adolf Roßmäßler,1863,http://d-nb.info/gnd/118749927,118749927,Emil Adolf Roßmäßler,Roßmäßler,Emil Adolf,NA,3. März 1806,8. April 1867,Leipzig,12.371111,51.339444
oa_jubilaeum_1640,Jubilaeum Typographorum Lipsiensium Oder Zweyhundert-Jähriges Buchdrucker JubelFest,Wissenschaft,NA N. N.,1640,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
pasch_voltesiren_1660,Kurtze iedoch gründliche Beschreibung Des Voltesirens/ So wohl auf dem Pferde als über den Tisch,Gebrauchsliteratur,Johann Georg Pascha,1660,http://d-nb.info/gnd/121927083,121927083,Johann Georg Pasch,Pasch,Johann Georg,NA,9. September 1628,1. September 1678,Dresden,13.738319,51.05089
arndt_christentum02_1610,Vom wahren Christenthumb,Gebrauchsliteratur,Johann Arndt,1610,http://d-nb.info/gnd/118504134,118504134,Johann Arndt,Arndt,Johann,Mann,27. Dezember 1555,11. Mai 1621,Edderitz,11.936944,51.699166
moerike_nolten01_1832,Maler Nolten,Belletristik,Eduard Mörike,1832,http://d-nb.info/gnd/118583107,118583107,Eduard Mörike,Mörike,Eduard,Mann,8. September 1804,4. Juni 1875,Ludwigsburg,9.19161,48.897309
carus_gynaekologie01_1820,Lehrbuch der Gynäkologie,Wissenschaft,Carl Gustav Carus,1820,http://d-nb.info/gnd/118519352,118519352,Carl Gustav Carus,Carus,Carl Gustav,Mann,3. Januar 1789,28. Juli 1869,Leipzig,12.371111,51.339444
kunckel_glasmacher_1679,"Ars Vitraria Experimentalis, Oder Vollkommene Glasmacher-Kunst/ Lehrende [...] Die allerkurtz-bündigsten Manieren/ das reineste Chrystall-Glas; alle gefärbte oder tingirte Gläser; künstliche Edelstein oder Flüsse; Amausen/ oder Schmeltze; Doubleten; Spiegeln/ das Tropff-Glas; die schönste Ultramarin, Lacc- und andere nützliche Mahler-Farben; Jngleichen wie die Saltze zu den allerreinesten Chrystallinen Gut/ nach der besten Weise an allen Orten Deutschlands mit geringer Müh und Unkosten copieus und compendieus zu machen/ auch wie das Glas zu mehrer Perfection und Härte zu bringen",Wissenschaft,Johannes Kunckel,1679,http://d-nb.info/gnd/11872536X,11872536X,Johannes Kunckel,Kunckel,Johannes,Mann,1630,20. März 1703,Hütten (Rendsburg-Eckernförde),NA,NA
gottsched_versuch_1730,Versuch einer Critischen Dichtkunst vor die Deutschen,Gebrauchsliteratur,Johann Christoph Gottsched,1730,http://d-nb.info/gnd/118541013,118541013,Johann Christoph Gottsched,Gottsched,Johann Christoph,Mann,2. Februar 1700,12. Dezember 1766,Juditten (Königsberg),NA,NA
milichius_1617,Dominus abstulit. Das ist: Wer doch die lieben Kinder durch den Zeitlichen todt von den Eltern abfodere/ Nemlichen/ GOtt der HERRE/ vnd auß waß vrsachen. Bey dem Begräbnüß Des Edlen/ Ehrenvesten vnnd Wolbenambten Herren Caspar Latowsken/ von Kowallen auff Ottendorff,Gebrauchsliteratur,Daniel Milichius,1617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
suppius_oden_1749,Oden und Lieder,Belletristik,Christoph Eusebius Suppius,1749,http://d-nb.info/gnd/133694917,133694917,Christoph Eusebius Suppius,Suppius,Christoph Eusebius,Mann,1709,1763,Naundorf bei Reideburg,12.077777,51.460555
nietzsche_homer_1869,Homer und die klassische Philologie,Wissenschaft,Friedrich Nietzsche,1869,http://d-nb.info/gnd/118587943,118587943,Friedrich Nietzsche,Nietzsche,Friedrich,Mann,15. Oktober 1844,25. August 1900,Lützen-Röcken,12.115277,51.240833
rosegger_waldschulmeister_1875,Die Schriften des Waldschulmeisters,Belletristik,Peter Rosegger,1875,http://d-nb.info/gnd/118602667,118602667,Peter Rosegger,Rosegger,Peter,Mann,31. Juli 1843,26. Juni 1918,Krieglach-Alpl,15.56667,47.683329
vischer_aesthetik030204_1857,Ästhetik oder Wissenschaft des Schönen,Wissenschaft,Friedrich Theodor von Vischer,1857,http://d-nb.info/gnd/11862721X,11862721X,Friedrich Theodor Vischer,Vischer,Friedrich Theodor,Mann,30. Juni 1807,14. September 1887,Ludwigsburg,9.19161,48.897309
darwin_pflanzen_1876,Insectenfressende Pflanzen,Wissenschaft,Charles Darwin,1876,http://d-nb.info/gnd/118523813,118523813,Charles Darwin,Darwin,Charles,Mann,12. Februar 1809,19. April 1882,Shrewsbury,-2.752079,52.71009
jahn_rede_1849,Gottfried Herrmann. Eine Gedächnissrede,Gebrauchsliteratur,Otto Jahn,1849,http://d-nb.info/gnd/118556657,118556657,Otto Jahn,Jahn,Otto,Mann,16. Juni 1813,7. September 1869,Kiel,10.134722,54.321111
kentz_handwerksboden_1629,Güldener Handwercksboden. Das ist: Eine Allgemeine Wolgegründte/ Nützliche vnd Anmutige Betrachtung/ aller vnd jeden/ zu Nutz/ Nothdurfft/ vnd Wolfahrt/ auch Zierd/ Wolstand/ vnd Ergetzligkeit des Menschlichen Lebens/ Wandels/ vnd Auffenthalt/ Erfundenen/ verbesserten/ vnd bißhero getriebnen Handwercks Künsten,Wissenschaft,Paul Kentz,1629,http://d-nb.info/gnd/104080957,104080957,Paul Kentz,Kentz,Paul,NA,um 1606,1647,NA,NA,NA
hoffmannswaldau_gedichte03_1703,Herrn von Hoffmannswaldau und anderer Deutschen auserlesener und bißher ungedruckter Gedichte,Belletristik,Christian Hofmann von Hofmannswaldau,1703,http://d-nb.info/gnd/118706187,118706187,Christian Hofmann von Hofmannswaldau,Hofmann von Hofmannswaldau,Christian,Mann,25. Dezember 1617,18. April 1679,Breslau,17.033329,51.1
gryphius_rechtsgelehrter_1659,Großmüttiger Rechts-Gelehrter/ Oder Sterbender Æmilius Paulus Papinianus,Belletristik,Andreas Gryphius,1659,http://d-nb.info/gnd/118543032,118543032,Andreas Gryphius,Gryphius,Andreas,Mann,2. Oktober 1616,16. Juli 1664,Glogau,16.084499,51.663609
pahl_libell_1797,"Vernunft- und schriftmäßiges Schutz- Trutz- und Vertheidigungs-Libell für den Wirtembergischen Adel, gegen die demokratischen und jakobinischen Belialssöhne unserer Zeit",Gebrauchsliteratur,Sebastian Käsbohrer,1797,http://d-nb.info/gnd/10038384X,10038384X,Johann Gottfried von Pahl,Pahl,Johann Gottfried,Mann,12. Juni 1768,18. April 1839,Aalen,10.093299,48.837769
weckherlin_oden01_1618,Oden vnd Gesäng,Belletristik,Georg Rodolf Weckherlin,1618,http://d-nb.info/gnd/118629840,118629840,Georg Rodolf Weckherlin,Weckherlin,Georg Rodolf,Mann,1584,1653,NA,NA,NA
greflinger_krieg_1657,Der Deutschen Dreyßig-Jähriger Krjeg/ Poetisch erzählet,Belletristik,Georg Greflinger,1657,http://d-nb.info/gnd/118718622,118718622,Georg Greflinger,Greflinger,Georg,Mann,1620,1677,NA,NA,NA
arnold_cyprian_1700,Erklärung/ Vom gemeinen Secten-wesen/ Kirchen- und Abendmahl-gehen; Wie auch Vom recht-Evangel. Lehr-Amt/ und recht-Christl. Freyheit,Wissenschaft,Gottfried Arnold,1700,http://d-nb.info/gnd/118650386,118650386,Gottfried Arnold,Arnold,Gottfried,Mann,5. September 1666,30. Mai 1714,Annaberg (Erzgebirge),13.005,50.578611
wrangel_luxusfuhrwerk_1898,Das Luxus-Fuhrwerk,Wissenschaft,Carl Gustav Wrangel,1898,http://d-nb.info/gnd/122752473,122752473,Carl Gustav Wrangel,Wrangel,Carl Gustav,NA,4. April 1839,4. Oktober 1908,Hamburg,10,53.583329
herder_philosophie_1774,Auch eine Philosophie der Geschichte zur Bildung der Menschheit,Wissenschaft,Johann Gottfried von Herder,1774,http://d-nb.info/gnd/118549553,118549553,Johann Gottfried von Herder,Herder,Johann Gottfried,Mann,25. August 1744,18. Dezember 1803,Mohrungen,19.92602,53.91711
fontane_briest_1896,Effi Briest,Belletristik,Theodor Fontane,1896,http://d-nb.info/gnd/118534262,118534262,Theodor Fontane,Fontane,Theodor,Mann,30. Dezember 1819,20. September 1898,Neuruppin,12.80311,52.92815
